fdc_id,description,food_category_id,nutrient_id,name,amount,unit_name,food_category_id_from_food,food_category_label
167762,"Strawberries, raw",9,1217,Phenylalanine,0.019,G,9,fruit
167762,"Strawberries, raw",9,1219,Valine,0.019,G,9,fruit
167762,"Strawberries, raw",9,1220,Arginine,0.028,G,9,fruit
167762,"Strawberries, raw",9,1221,Histidine,0.012,G,9,fruit
167762,"Strawberries, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G,9,fruit
167762,"Strawberries, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,9,fruit
167762,"Strawberries, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G,9,fruit
167762,"Strawberries, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G,9,fruit
167762,"Strawberries, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G,9,fruit
167762,"Strawberries, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,9,fruit
167765,"Watermelon, raw",9,1003,Protein,0.61,G,9,fruit
167765,"Watermelon, raw",9,1004,Total lipid (fat),0.15,G,9,fruit
167765,"Watermelon, raw",9,1005,"Carbohydrate, by difference",7.55,G,9,fruit
167765,"Watermelon, raw",9,1008,Energy,30.0,KCAL,9,fruit
167765,"Watermelon, raw",9,1087,"Calcium, Ca",7.0,MG,9,fruit
167765,"Watermelon, raw",9,1088,"Chlorine, Cl",0.0,MG,9,fruit
167765,"Watermelon, raw",9,1089,"Iron, Fe",0.24,MG,9,fruit
167765,"Watermelon, raw",9,1090,"Magnesium, Mg",10.0,MG,9,fruit
167765,"Watermelon, raw",9,1091,"Phosphorus, P",11.0,MG,9,fruit
167765,"Watermelon, raw",9,1092,"Potassium, K",112.0,MG,9,fruit
167765,"Watermelon, raw",9,1093,"Sodium, Na",1.0,MG,9,fruit
167765,"Watermelon, raw",9,1095,"Zinc, Zn",0.1,MG,9,fruit
167765,"Watermelon, raw",9,1098,"Copper, Cu",0.042,MG,9,fruit
167765,"Watermelon, raw",9,1100,"Iodine, I",0.0,UG,9,fruit
167765,"Watermelon, raw",9,1101,"Manganese, Mn",0.038,MG,9,fruit
167765,"Watermelon, raw",9,1103,"Selenium, Se",0.4,UG,9,fruit
167765,"Watermelon, raw",9,1104,"Vitamin A, IU",569.0,IU,9,fruit
167765,"Watermelon, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,9,fruit
167765,"Watermelon, raw",9,1109,Vitamin E (alpha-tocopherol),0.05,MG,9,fruit
167765,"Watermelon, raw",9,1165,Thiamin,0.033,MG,9,fruit
167765,"Watermelon, raw",9,1166,Riboflavin,0.021,MG,9,fruit
167765,"Watermelon, raw",9,1167,Niacin,0.178,MG,9,fruit
167765,"Watermelon, raw",9,1170,Pantothenic acid,0.221,MG,9,fruit
167765,"Watermelon, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,9,fruit
167765,"Watermelon, raw",9,1178,Vitamin B-12,0.0,UG,9,fruit
167765,"Watermelon, raw",9,1180,"Choline, total",4.1,MG,9,fruit
167765,"Watermelon, raw",9,1186,Folic acid,0.0,UG,9,fruit
167765,"Watermelon, raw",9,1210,Tryptophan,0.007,G,9,fruit
167765,"Watermelon, raw",9,1211,Threonine,0.027,G,9,fruit
167765,"Watermelon, raw",9,1212,Isoleucine,0.019,G,9,fruit
167765,"Watermelon, raw",9,1213,Leucine,0.018,G,9,fruit
167765,"Watermelon, raw",9,1214,Lysine,0.062,G,9,fruit
167765,"Watermelon, raw",9,1215,Methionine,0.006,G,9,fruit
167765,"Watermelon, raw",9,1217,Phenylalanine,0.015,G,9,fruit
167765,"Watermelon, raw",9,1219,Valine,0.016,G,9,fruit
167765,"Watermelon, raw",9,1220,Arginine,0.059,G,9,fruit
167765,"Watermelon, raw",9,1221,Histidine,0.006,G,9,fruit
167765,"Watermelon, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G,9,fruit
167765,"Watermelon, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,9,fruit
167765,"Watermelon, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G,9,fruit
167765,"Watermelon, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G,9,fruit
167765,"Watermelon, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G,9,fruit
167765,"Watermelon, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,9,fruit
168151,"Jujube, raw",9,1003,Protein,1.2,G,9,fruit
168151,"Jujube, raw",9,1004,Total lipid (fat),0.2,G,9,fruit
168151,"Jujube, raw",9,1005,"Carbohydrate, by difference",20.23,G,9,fruit
168151,"Jujube, raw",9,1008,Energy,79.0,KCAL,9,fruit
168151,"Jujube, raw",9,1087,"Calcium, Ca",21.0,MG,9,fruit
168151,"Jujube, raw",9,1088,"Chlorine, Cl",0.0,MG,9,fruit
168151,"Jujube, raw",9,1089,"Iron, Fe",0.48,MG,9,fruit
168151,"Jujube, raw",9,1090,"Magnesium, Mg",10.0,MG,9,fruit
168151,"Jujube, raw",9,1091,"Phosphorus, P",23.0,MG,9,fruit
168151,"Jujube, raw",9,1092,"Potassium, K",250.0,MG,9,fruit
168151,"Jujube, raw",9,1093,"Sodium, Na",3.0,MG,9,fruit
168151,"Jujube, raw",9,1095,"Zinc, Zn",0.05,MG,9,fruit
168151,"Jujube, raw",9,1098,"Copper, Cu",0.073,MG,9,fruit
168151,"Jujube, raw",9,1100,"Iodine, I",0.0,UG,9,fruit
168151,"Jujube, raw",9,1101,"Manganese, Mn",0.084,MG,9,fruit
168151,"Jujube, raw",9,1103,"Selenium, Se",0.0,UG,9,fruit
168151,"Jujube, raw",9,1104,"Vitamin A, IU",40.0,IU,9,fruit
168151,"Jujube, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,9,fruit
168151,"Jujube, raw",9,1109,Vitamin E (alpha-tocopherol),0.0,MG,9,fruit
168151,"Jujube, raw",9,1165,Thiamin,0.02,MG,9,fruit
168151,"Jujube, raw",9,1166,Riboflavin,0.04,MG,9,fruit
168151,"Jujube, raw",9,1167,Niacin,0.9,MG,9,fruit
168151,"Jujube, raw",9,1170,Pantothenic acid,0.0,MG,9,fruit
168151,"Jujube, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,9,fruit
168151,"Jujube, raw",9,1178,Vitamin B-12,0.0,UG,9,fruit
168151,"Jujube, raw",9,1180,"Choline, total",0.0,MG,9,fruit
168151,"Jujube, raw",9,1186,Folic acid,0.0,UG,9,fruit
168151,"Jujube, raw",9,1210,Tryptophan,0.0,G,9,fruit
168151,"Jujube, raw",9,1211,Threonine,0.0,G,9,fruit
168151,"Jujube, raw",9,1212,Isoleucine,0.0,G,9,fruit
168151,"Jujube, raw",9,1213,Leucine,0.0,G,9,fruit
168151,"Jujube, raw",9,1214,Lysine,0.0,G,9,fruit
168151,"Jujube, raw",9,1215,Methionine,0.0,G,9,fruit
168151,"Jujube, raw",9,1217,Phenylalanine,0.0,G,9,fruit
168151,"Jujube, raw",9,1219,Valine,0.0,G,9,fruit
168151,"Jujube, raw",9,1220,Arginine,0.0,G,9,fruit
168151,"Jujube, raw",9,1221,Histidine,0.0,G,9,fruit
168151,"Jujube, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G,9,fruit
168151,"Jujube, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,9,fruit
168151,"Jujube, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G,9,fruit
168151,"Jujube, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G,9,fruit
168151,"Jujube, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G,9,fruit
168151,"Jujube, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,9,fruit
168153,"Kiwifruit, green, raw",9,1003,Protein,1.14,G,9,fruit
168153,"Kiwifruit, green, raw",9,1004,Total lipid (fat),0.52,G,9,fruit
168153,"Kiwifruit, green, raw",9,1005,"Carbohydrate, by difference",14.66,G,9,fruit
168153,"Kiwifruit, green, raw",9,1008,Energy,61.0,KCAL,9,fruit
168153,"Kiwifruit, green, raw",9,1087,"Calcium, Ca",34.0,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1088,"Chlorine, Cl",0.0,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1089,"Iron, Fe",0.31,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1090,"Magnesium, Mg",17.0,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1091,"Phosphorus, P",34.0,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1092,"Potassium, K",312.0,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1093,"Sodium, Na",3.0,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1095,"Zinc, Zn",0.14,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1098,"Copper, Cu",0.13,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1100,"Iodine, I",0.0,UG,9,fruit
168153,"Kiwifruit, green, raw",9,1101,"Manganese, Mn",0.098,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1103,"Selenium, Se",0.2,UG,9,fruit
168153,"Kiwifruit, green, raw",9,1104,"Vitamin A, IU",87.0,IU,9,fruit
168153,"Kiwifruit, green, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,9,fruit
168153,"Kiwifruit, green, raw",9,1109,Vitamin E (alpha-tocopherol),1.46,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1165,Thiamin,0.027,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1166,Riboflavin,0.025,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1167,Niacin,0.341,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1170,Pantothenic acid,0.183,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1178,Vitamin B-12,0.0,UG,9,fruit
168153,"Kiwifruit, green, raw",9,1180,"Choline, total",7.8,MG,9,fruit
168153,"Kiwifruit, green, raw",9,1186,Folic acid,0.0,UG,9,fruit
168153,"Kiwifruit, green, raw",9,1210,Tryptophan,0.015,G,9,fruit
168153,"Kiwifruit, green, raw",9,1211,Threonine,0.047,G,9,fruit
168153,"Kiwifruit, green, raw",9,1212,Isoleucine,0.051,G,9,fruit
168153,"Kiwifruit, green, raw",9,1213,Leucine,0.066,G,9,fruit
168153,"Kiwifruit, green, raw",9,1214,Lysine,0.061,G,9,fruit
168153,"Kiwifruit, green, raw",9,1215,Methionine,0.024,G,9,fruit
168153,"Kiwifruit, green, raw",9,1217,Phenylalanine,0.044,G,9,fruit
168153,"Kiwifruit, green, raw",9,1219,Valine,0.057,G,9,fruit
168153,"Kiwifruit, green, raw",9,1220,Arginine,0.081,G,9,fruit
168153,"Kiwifruit, green, raw",9,1221,Histidine,0.027,G,9,fruit
168153,"Kiwifruit, green, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G,9,fruit
168153,"Kiwifruit, green, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,9,fruit
168153,"Kiwifruit, green, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G,9,fruit
168153,"Kiwifruit, green, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G,9,fruit
168153,"Kiwifruit, green, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G,9,fruit
168153,"Kiwifruit, green, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,9,fruit
168177,"Pears, asian, raw",9,1003,Protein,0.5,G,9,fruit
168177,"Pears, asian, raw",9,1004,Total lipid (fat),0.23,G,9,fruit
168177,"Pears, asian, raw",9,1005,"Carbohydrate, by difference",10.65,G,9,fruit
168177,"Pears, asian, raw",9,1008,Energy,42.0,KCAL,9,fruit
168177,"Pears, asian, raw",9,1087,"Calcium, Ca",4.0,MG,9,fruit
168177,"Pears, asian, raw",9,1088,"Chlorine, Cl",0.0,MG,9,fruit
168177,"Pears, asian, raw",9,1089,"Iron, Fe",0.0,MG,9,fruit
168177,"Pears, asian, raw",9,1090,"Magnesium, Mg",8.0,MG,9,fruit
168177,"Pears, asian, raw",9,1091,"Phosphorus, P",11.0,MG,9,fruit
168177,"Pears, asian, raw",9,1092,"Potassium, K",121.0,MG,9,fruit
168177,"Pears, asian, raw",9,1093,"Sodium, Na",0.0,MG,9,fruit
168177,"Pears, asian, raw",9,1095,"Zinc, Zn",0.02,MG,9,fruit
168177,"Pears, asian, raw",9,1098,"Copper, Cu",0.05,MG,9,fruit
168177,"Pears, asian, raw",9,1100,"Iodine, I",0.0,UG,9,fruit
168177,"Pears, asian, raw",9,1101,"Manganese, Mn",0.06,MG,9,fruit
168177,"Pears, asian, raw",9,1103,"Selenium, Se",0.1,UG,9,fruit
168177,"Pears, asian, raw",9,1104,"Vitamin A, IU",0.0,IU,9,fruit
168177,"Pears, asian, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,9,fruit
168177,"Pears, asian, raw",9,1109,Vitamin E (alpha-tocopherol),0.12,MG,9,fruit
168177,"Pears, asian, raw",9,1165,Thiamin,0.009,MG,9,fruit
168177,"Pears, asian, raw",9,1166,Riboflavin,0.01,MG,9,fruit
168177,"Pears, asian, raw",9,1167,Niacin,0.219,MG,9,fruit
168177,"Pears, asian, raw",9,1170,Pantothenic acid,0.07,MG,9,fruit
168177,"Pears, asian, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,9,fruit
168177,"Pears, asian, raw",9,1178,Vitamin B-12,0.0,UG,9,fruit
168177,"Pears, asian, raw",9,1180,"Choline, total",5.1,MG,9,fruit
168177,"Pears, asian, raw",9,1186,Folic acid,0.0,UG,9,fruit
168177,"Pears, asian, raw",9,1210,Tryptophan,0.005,G,9,fruit
168177,"Pears, asian, raw",9,1211,Threonine,0.013,G,9,fruit
168177,"Pears, asian, raw",9,1212,Isoleucine,0.014,G,9,fruit
168177,"Pears, asian, raw",9,1213,Leucine,0.025,G,9,fruit
168177,"Pears, asian, raw",9,1214,Lysine,0.017,G,9,fruit
168177,"Pears, asian, raw",9,1215,Methionine,0.006,G,9,fruit
168177,"Pears, asian, raw",9,1217,Phenylalanine,0.013,G,9,fruit
168177,"Pears, asian, raw",9,1219,Valine,0.018,G,9,fruit
168177,"Pears, asian, raw",9,1220,Arginine,0.009,G,9,fruit
168177,"Pears, asian, raw",9,1221,Histidine,0.005,G,9,fruit
168177,"Pears, asian, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G,9,fruit
168177,"Pears, asian, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,9,fruit
168177,"Pears, asian, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G,9,fruit
168177,"Pears, asian, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G,9,fruit
168177,"Pears, asian, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G,9,fruit
168177,"Pears, asian, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,9,fruit
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1003,Protein,0.84,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1004,Total lipid (fat),0.18,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1005,"Carbohydrate, by difference",4.32,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1008,Energy,19.0,KCAL,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1087,"Calcium, Ca",9.0,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1088,"Chlorine, Cl",0.0,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1089,"Iron, Fe",0.38,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1090,"Magnesium, Mg",16.0,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1091,"Phosphorus, P",36.0,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1092,"Potassium, K",319.0,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1093,"Sodium, Na",6.0,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1095,"Zinc, Zn",0.77,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1098,"Copper, Cu",0.033,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1100,"Iodine, I",0.0,UG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1101,"Manganese, Mn",0.086,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1103,"Selenium, Se",0.2,UG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1104,"Vitamin A, IU",113.0,IU,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1109,Vitamin E (alpha-tocopherol),0.14,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1165,Thiamin,0.051,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1166,Riboflavin,0.053,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1167,Niacin,0.28,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1170,Pantothenic acid,0.193,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1178,Vitamin B-12,0.0,UG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1180,"Choline, total",10.8,MG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1186,Folic acid,0.0,UG,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1210,Tryptophan,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1211,Threonine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1212,Isoleucine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1213,Leucine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1214,Lysine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1215,Methionine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1217,Phenylalanine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1219,Valine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1220,Arginine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1221,Histidine,0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1229,Cysteine and methionine(sulfer containig AA),0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1272,PUFA 22:6 n-3 (DHA),0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1278,PUFA 20:5 n-3 (EPA),0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1316,"PUFA 18:2 n-6 c,c",0.0,G,11,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,11,vegetable
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1003,Protein,4.83,G,11,carbohydrate
