fdc_id,description,food_category_id,nutrient_id,name,amount,unit_name,food_category_label
168153,"Kiwifruit, green, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,fruit
168153,"Kiwifruit, green, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G,fruit
168153,"Kiwifruit, green, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G,fruit
168153,"Kiwifruit, green, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G,fruit
168153,"Kiwifruit, green, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,fruit
168177,"Pears, asian, raw",9,1003,Protein,0.5,G,fruit
168177,"Pears, asian, raw",9,1004,Total lipid (fat),0.23,G,fruit
168177,"Pears, asian, raw",9,1005,"Carbohydrate, by difference",10.65,G,fruit
168177,"Pears, asian, raw",9,1008,Energy,42.0,KCAL,fruit
168177,"Pears, asian, raw",9,1087,"Calcium, Ca",4.0,MG,fruit
168177,"Pears, asian, raw",9,1088,"Chlorine, Cl",0.0,MG,fruit
168177,"Pears, asian, raw",9,1089,"Iron, Fe",0.0,MG,fruit
168177,"Pears, asian, raw",9,1090,"Magnesium, Mg",8.0,MG,fruit
168177,"Pears, asian, raw",9,1091,"Phosphorus, P",11.0,MG,fruit
168177,"Pears, asian, raw",9,1092,"Potassium, K",121.0,MG,fruit
168177,"Pears, asian, raw",9,1093,"Sodium, Na",0.0,MG,fruit
168177,"Pears, asian, raw",9,1095,"Zinc, Zn",0.02,MG,fruit
168177,"Pears, asian, raw",9,1098,"Copper, Cu",0.05,MG,fruit
168177,"Pears, asian, raw",9,1100,"Iodine, I",0.0,UG,fruit
168177,"Pears, asian, raw",9,1101,"Manganese, Mn",0.06,MG,fruit
168177,"Pears, asian, raw",9,1103,"Selenium, Se",0.1,UG,fruit
168177,"Pears, asian, raw",9,1104,"Vitamin A, IU",0.0,IU,fruit
168177,"Pears, asian, raw",9,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,fruit
168177,"Pears, asian, raw",9,1109,Vitamin E (alpha-tocopherol),0.12,MG,fruit
168177,"Pears, asian, raw",9,1165,Thiamin,0.009,MG,fruit
168177,"Pears, asian, raw",9,1166,Riboflavin,0.01,MG,fruit
168177,"Pears, asian, raw",9,1167,Niacin,0.219,MG,fruit
168177,"Pears, asian, raw",9,1170,Pantothenic acid,0.07,MG,fruit
168177,"Pears, asian, raw",9,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,fruit
168177,"Pears, asian, raw",9,1178,Vitamin B-12,0.0,UG,fruit
168177,"Pears, asian, raw",9,1180,"Choline, total",5.1,MG,fruit
168177,"Pears, asian, raw",9,1186,Folic acid,0.0,UG,fruit
168177,"Pears, asian, raw",9,1210,Tryptophan,0.005,G,fruit
168177,"Pears, asian, raw",9,1211,Threonine,0.013,G,fruit
168177,"Pears, asian, raw",9,1212,Isoleucine,0.014,G,fruit
168177,"Pears, asian, raw",9,1213,Leucine,0.025,G,fruit
168177,"Pears, asian, raw",9,1214,Lysine,0.017,G,fruit
168177,"Pears, asian, raw",9,1215,Methionine,0.006,G,fruit
168177,"Pears, asian, raw",9,1217,Phenylalanine,0.013,G,fruit
168177,"Pears, asian, raw",9,1219,Valine,0.018,G,fruit
168177,"Pears, asian, raw",9,1220,Arginine,0.009,G,fruit
168177,"Pears, asian, raw",9,1221,Histidine,0.005,G,fruit
168177,"Pears, asian, raw",9,1229,Cysteine and methionine(sulfer containig AA),0.0,G,fruit
168177,"Pears, asian, raw",9,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,fruit
168177,"Pears, asian, raw",9,1272,PUFA 22:6 n-3 (DHA),0.0,G,fruit
168177,"Pears, asian, raw",9,1278,PUFA 20:5 n-3 (EPA),0.0,G,fruit
168177,"Pears, asian, raw",9,1316,"PUFA 18:2 n-6 c,c",0.0,G,fruit
168177,"Pears, asian, raw",9,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,fruit
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1003,Protein,0.84,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1004,Total lipid (fat),0.18,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1005,"Carbohydrate, by difference",4.32,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1008,Energy,19.0,KCAL,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1087,"Calcium, Ca",9.0,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1088,"Chlorine, Cl",0.0,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1089,"Iron, Fe",0.38,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1090,"Magnesium, Mg",16.0,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1091,"Phosphorus, P",36.0,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1092,"Potassium, K",319.0,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1093,"Sodium, Na",6.0,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1095,"Zinc, Zn",0.77,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1098,"Copper, Cu",0.033,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1100,"Iodine, I",0.0,UG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1101,"Manganese, Mn",0.086,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1103,"Selenium, Se",0.2,UG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1104,"Vitamin A, IU",113.0,IU,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1110,"Vitamin D (D2 + D3), International Units",0.0,IU,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1109,Vitamin E (alpha-tocopherol),0.14,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1165,Thiamin,0.051,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1166,Riboflavin,0.053,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1167,Niacin,0.28,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1170,Pantothenic acid,0.193,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1171,"Vitamin B-6, pyridoxine, alcohol form",0.0,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1178,Vitamin B-12,0.0,UG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1180,"Choline, total",10.8,MG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1186,Folic acid,0.0,UG,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1210,Tryptophan,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1211,Threonine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1212,Isoleucine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1213,Leucine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1214,Lysine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1215,Methionine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1217,Phenylalanine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1219,Valine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1220,Arginine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1221,Histidine,0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1229,Cysteine and methionine(sulfer containig AA),0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1230,Phenylalanine and tyrosine (aromatic  AA),0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1272,PUFA 22:6 n-3 (DHA),0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1278,PUFA 20:5 n-3 (EPA),0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1316,"PUFA 18:2 n-6 c,c",0.0,G,vegetable
168394,"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",11,1404,"PUFA 18:3 n-3 c,c,c (ALA)",0.0,G,vegetable
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1003,Protein,4.83,G,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1004,Total lipid (fat),0.58,G,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1005,"Carbohydrate, by difference",4.72,G,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1008,Energy,33.0,KCAL,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1087,"Calcium, Ca",19.0,MG,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1088,"Chlorine, Cl",0.0,MG,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1089,"Iron, Fe",0.89,MG,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1090,"Magnesium, Mg",23.0,MG,carbohydrate
168395,"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",11,1091,"Phosphorus, P",38.0,MG,carbohydrate
